summary_overall_overall,benchmark_overall_overall,scaling_pred_overall_overall,stability_overall_overall,qc_overall_overall,benchmark_overall_norm_him,benchmark_overall_norm_F1_branches,benchmark_overall_norm_correlation,benchmark_overall_norm_featureimp_wcor,benchmark_source_real_gold,benchmark_source_real_silver,benchmark_source_synthetic_dyngen,benchmark_source_synthetic_dyntoy,benchmark_source_synthetic_prosstt,benchmark_source_synthetic_splatter,benchmark_tt_cycle,benchmark_tt_linear,benchmark_tt_bifurcation,benchmark_tt_convergence,benchmark_tt_multifurcation,benchmark_tt_tree,benchmark_tt_acyclic_graph,benchmark_tt_graph,benchmark_tt_disconnected_graph,scaling_pred_scoretime_cells1m_features100,scaling_pred_scoretime_cells100k_features1k,scaling_pred_scoretime_cells10k_features10k,scaling_pred_scoretime_cells1k_features100k,scaling_pred_scoretime_cells100_features1m,scaling_pred_scoremem_cells1m_features100,scaling_pred_scoremem_cells100k_features1k,scaling_pred_scoremem_cells10k_features10k,scaling_pred_scoremem_cells1k_features100k,scaling_pred_scoremem_cells100_features1m,stability_him,stability_F1_branches,stability_correlation,stability_featureimp_wcor,qc_cat_availability,qc_cat_behaviour,qc_cat_code_assurance,qc_cat_code_quality,qc_cat_documentation,qc_cat_paper
0.7140363123244343,0.6499556355911414,0.7855697498059715,0.7811606212030776,0.7159933204050851,0.6007502013658217,0.6115854546729993,0.6611802915185241,0.7346219190177111,0.6103371877063797,0.6141579983803582,0.6469754688067534,0.6785950048318505,0.7480926973824896,0.5796254048332793,0.4137042086082491,0.4849367086604571,0.6638131230453482,0.6749162494164198,0.718062004258911,0.7613642025207492,0.6728286589932376,0.6424323526564658,0.7547646654651222,0.4136660012369504,0.655510162429688,0.8442616172753448,0.9394485784571746,0.9165383863153093,0.8741187684899997,0.8391863688976373,0.8351419805447543,0.7945094893466387,0.7433161450662182,0.8534647048378288,0.7349955232714378,0.7296894724708187,0.8703436074176718,0.8970588235294118,0.8333333333333334,0.18095238095238095,1,1,0.38461538461538464
0.4839366507480132,0.45403612349769557,0.2823059734693824,0.6446670443096133,0.7074670556955648,0.4535270527717693,0.26841022896451516,0.5513013804676294,0.6332428401142455,0.4446428728343803,0.41700647552149644,0.4366238154704356,0.45019509053358325,0.4558968140059541,0.5782141293211295,0.4872931743187617,0.32974950865342534,0.37207512949907745,0.4414113126596816,0.3793053798907928,0.619773339537548,0.4708790078765149,0.5026289717143503,0.4216503700657557,0,0.15247924719034955,0.4365549832842688,0.4629690095994847,0.22049408043165464,0,0,0.28795867437940925,0.5737319726552637,0.6888717671533935,0.8537310557021455,0.3868531077398679,0.6687212841598744,0.9100270741605082,0.8676470588235294,0.6666666666666666,0.2857142857142857,1,0.9247743229689067,0.5
0.2286681352001686,0.2289373565207368,0.448037247215617,0.04138120479935933,0.6433949854063135,0.5531496672136825,0.23682520310479396,0.13747529369850595,0.15253567395689865,0.26635011396975766,0.24063097979493037,0.21216003131602845,0.19369011313795023,0.17231792258484732,0.285191665194198,0.21280312319359868,0.24308235851328705,0.24760906469203198,0.21920657263669194,0.20102912416775978,0.23167103904527955,0.20925457129250263,0.2312279415423634,0.23529277822323533,0,0,0.39415082200648877,0.8965750328043591,1,0,0,0.578225054106658,0.7955032765571959,0.8159182866814682,0.9983856009092743,0.10942896589971421,0.01403857013431564,0.12337997950052673,0.9705882352941176,0.6666666666666666,0.14285714285714285,0.7222222222222222,0.473420260782347,0.8846153846153846
0.7532419878606194,0.7060987771054623,0.569176370162433,0.8650215099933919,0.9877974867646825,0.6553546491071186,0.6926375683409504,0.7514299619329495,0.7287706957470796,0.7036934676900239,0.6667780834174298,0.7162719087634567,0.7301071636192656,0.7805699749486965,0.6711916078963993,0.6852044165594692,0.7379982871632497,0.7405518127010791,0.7302692372097654,0.7255862400475662,0.6339608068059355,0.6783196558096507,0.6891845175409075,0.7142139994452088,0,0.24017440526032885,0.4706377382146656,0.7475955698083822,0.8501663407325217,0.8878962749266971,0.8494168084853077,0.6570913996979619,0.5404182102860268,0.4483669542124391,0.8872661825437341,0.8218820947988121,0.8767784755120933,0.9174888480088269,0.9705882352941176,1,0.9938095238095238,1,0.9623871614844534,1
0.6609675547534577,0.624840152455566,0.7332250166122356,0.6595589286220835,NA,0.6321786109156265,0.5797783318913726,0.6205920375208724,0.6701433948530087,0.5102667031679159,0.6414732343849939,0.6278179096656421,0.6526471247233641,0.6402464605175356,0.6329080400456374,0.5670334170135682,0.6190084221186465,0.5307235617939856,0.6779337902982268,0.6014049902494498,0.6750889717136217,0.62528446929327,0.6395992282869445,0.6674111978720877,0.4705694108431756,0.641629443283245,0.6112833433814444,0.7543264516596465,0.8501031806916746,0.9520385475804979,0.8648325380158691,0.8177336394141275,0.74972900708109,0.620004604171586,0.8037570906866993,0.6802824824942937,0.6094256836008927,0.743135019115884,NA,NA,NA,NA,NA,NA
0.5855119167588552,0.594885461208679,0.3758151579990207,0.6714735719338828,0.7705640893808338,0.5764216376317591,0.4608755842581236,0.6551481240030298,0.7195648532652575,0.5290421743699598,0.5463163917706221,0.609926424789201,0.6033655467100254,0.708914906005711,0.57301503104031,0.5236770988775923,0.46543834264503997,0.5936620965609198,0.5750336090256413,0.6362524849877026,0.6122261427343108,0.6605316303796813,0.6476049271312092,0.5920621274108293,0,0.12102574569636426,0.3940169125140329,0.7145079623690512,0.8388133753973238,0,0,0.4474434657792885,0.6198521173458946,0.6224920008882519,0.8020081097829842,0.5239184434533063,0.6706890951342538,0.8295087622897207,0.9705882352941176,0.75,0.2857142857142857,1,0.9247743229689067,0.6923076923076923
0.5703844538072311,0.5487573630077008,0.4470819671927004,0.6562718720669056,0.6832926281898197,0.540409449039395,0.5755577384982391,0.5477587637873494,0.5322556443928679,0.6095004417803027,0.5695097307635335,0.5947259833369262,0.42721168327694786,0.5628943587659313,0.5228824815819824,0.4824619650946513,0.6443576105584382,0.5713727279980629,0.5910200132163718,0.5138282724516036,0.5009778424672455,0.5220551023475994,0.543305547136894,0.527603049660746,0,0.07088369516011905,0.33233860855047637,0.6217932477622461,0.7315383411919006,0.6730133388027051,0.527295549299424,0.5758639349405562,0.5920102195090633,0.34608273671051304,0.8416831176644983,0.7175062439322986,0.5838335831225848,0.7410405844480317,1,0.9166666666666666,0.2857142857142857,1,0.09929789368104312,0.7980769230769231
0.558076875481663,0.5989514928534055,0.31516169611213846,0.6276280918600374,0.7628708682849045,0.6646449127820372,0.4547800134039094,0.606039292063053,0.7025460065621582,0.598430223288817,0.5589312219441522,0.5308067680529477,0.6522193565067043,0.6640814974170512,0.5767232927325212,0.5042984513005423,0.4448908369632907,0.6352489565463626,0.5862183006554382,0.6463171617880681,0.6164890154600974,0.5919752473235672,0.6532240481703012,0.6428119621559552,0.43521768697625896,0.5384893210578305,0.3733708356527604,0.2215539296670529,0.07855942929732229,0.3940409411500634,0.5834027411956766,0.5269820761244195,0,0,0.8233731425249023,0.48781879711140647,0.5664069451385196,0.8135626309929821,0.9705882352941176,0.625,0.5047619047619047,0.7777777777777778,0.6990972918756269,1
0.5556765347939817,0.5840759023215039,0.3063776778047402,0.6644519196290869,0.7628708682849045,0.6060226287973083,0.5964123430101733,0.5219528559852582,0.616893809731833,0.6736875881244526,0.5157196978031366,0.6029166996336763,0.553969649699899,0.7203459244752543,0.7146461122625533,0.6495644535743903,0.6685198504477861,0.6044346407100831,0.56002632225393,0.5959543447719765,0.6091579461411878,0.5179985927633621,0.548919553545117,0.46198820228695575,0,0.0968724473700433,0.4525321561792509,0.41545271739770984,0.1351147269832288,0.6867495423161241,0.5524006170544318,0.6160891557312875,0.10856541501532535,0,0.9195270943106603,0.7383568037567706,0.507440292224494,0.7233924599595398,0.9705882352941176,0.625,0.5047619047619047,0.7777777777777778,0.6990972918756269,1
0.5437682367882273,0.570648375555618,0.33515840327920676,0.6320554159340477,0.6891705918108656,0.5209375959461251,0.6258617875681596,0.5563069687557106,0.5846496624105603,0.5254935943813069,0.5891725293292043,0.6603266607795224,0.4959895653098496,0.5395704418549919,0.49077118203810627,0.6439435666483552,0.6314074853179467,0.6294046445548364,0.6480385325492648,0.5441256657490335,0.33207128220432186,0.5704542658098264,0.5307649845001179,0.5763959390841116,0,0,0.29268934323159046,0.4540994211857987,0.5450448705051747,0.7725997673821651,0.4542785579412574,0.45523715179915814,0.1486824268774296,0.2289524938694938,0.9973427821354994,0.9963756766823172,0.4040438611201491,0.5842782951657753,0.7647058823529411,0.8333333333333334,0.21904761904761902,0.7777777777777778,0.9247743229689067,0.6153846153846154
